epoch,step,train_loss,val_loss,val_mae_p50
81,983,,0.07311145216226578,0.250082790851593
82,995,,0.07312201708555222,0.2505003809928894
83,999,0.07316859811544418,,
83,1007,,0.07334064692258835,0.2502335011959076
84,1019,0.05974767357110977,,
84,1019,,0.0733305960893631,0.25129613280296326
85,1031,,0.07285992801189423,0.25060683488845825
86,1039,0.078768789768219,,
86,1043,,0.07291729003190994,0.2502691149711609
87,1055,,0.0729391872882843,0.25109007954597473
88,1059,0.07278735190629959,,
88,1067,,0.07266370952129364,0.24834389984607697
89,1079,0.06612328439950943,,
89,1079,,0.0726599246263504,0.24907876551151276
90,1091,,0.0723494216799736,0.24954919517040253
91,1099,0.0813252255320549,,
91,1103,,0.07327347248792648,0.25149282813072205
92,1115,,0.07310400158166885,0.2509443461894989
93,1119,0.07549227774143219,,
93,1127,,0.07294813543558121,0.25099387764930725
94,1139,0.06535445153713226,,
94,1139,,0.07280108332633972,0.24989184737205505
95,1151,,0.07224716991186142,0.24902839958667755
96,1159,0.06849551945924759,,
96,1163,,0.07193104922771454,0.24715058505535126
97,1175,,0.07200661301612854,0.24721507728099823
98,1179,0.07602997869253159,,
98,1187,,0.07191872596740723,0.24717263877391815
99,1199,0.0625576302409172,,
99,1199,,0.07154862582683563,0.24620114266872406
